id,site,data,titulo_original,subtitulo_original,texto_original,url,pipeline_nlp,analise_sentimento
21,Jovem Pan,2026-03-24 11:54:00,Chegada de ciclone e frente fria aumenta a chance de chuvas no país,,Chegada de ciclone e frente fria aumenta a chance de chuvas no país ,,"{'etapa_1_limpeza': 'Chegada de ciclone e frente fria aumenta a chance de chuvas no país', 'etapa_2_normalizacao': 'chegada de ciclone e frente fria aumenta a chance de chuvas no país', 'etapa_3_entidades': [], 'etapa_4_tokens': [{'original': 'chegada', 'processado': 'chegada'}, {'original': 'de', 'processado': 'de'}, {'original': 'ciclone', 'processado': 'ciclone'}, {'original': 'e', 'processado': 'e'}, {'original': 'frente', 'processado': 'frente'}, {'original': 'fria', 'processado': 'fria'}, {'original': 'aumenta', 'processado': 'aumentar'}, {'original': 'a', 'processado': 'o'}, {'original': 'chance', 'processado': 'chance'}, {'original': 'de', 'processado': 'de'}, {'original': 'chuvas', 'processado': 'chuva'}, {'original': 'no', 'processado': 'em o'}, {'original': 'país', 'processado': 'país'}], 'etapa_5_lista_tokens': ['chegada', 'de', 'ciclone', 'e', 'frente', 'fria', 'aumentar', 'o', 'chance', 'de', 'chuva', 'em o', 'país'], 'etapa_6_texto_final': 'chegada de ciclone e frente fria aumentar o chance de chuva em o país'}","{'sentimento': 'NEG', 'confianca': 0.6435}"
22,Jovem Pan,2026-03-13 08:14:00,"Chuva dá trégua em SP nesta sexta, mas Sudeste segue em alerta",,"Chuva dá trégua em SP nesta sexta, mas Sudeste segue em alerta ",,"{'etapa_1_limpeza': 'Chuva dá trégua em SP nesta sexta, mas Sudeste segue em alerta', 'etapa_2_normalizacao': 'chuva dá trégua em sp nesta sexta, mas sudeste segue em alerta', 'etapa_3_entidades': [{'texto': 'sp', 'tipo': 'LOC'}], 'etapa_4_tokens': [{'original': 'chuva', 'processado': 'chuva'}, {'original': 'dá', 'processado': 'dar'}, {'original': 'trégua', 'processado': 'trégua'}, {'original': 'em', 'processado': 'em'}, {'original': 'sp', 'processado': 'sp'}, {'original': 'nesta', 'processado': 'em este'}, {'original': 'sexta', 'processado': 'sexta'}, {'original': 'mas', 'processado': 'mas'}, {'original': 'sudeste', 'processado': 'sudestir'}, {'original': 'segue', 'processado': 'seguir'}, {'original': 'em', 'processado': 'em'}, {'original': 'alerta', 'processado': 'alerta'}], 'etapa_5_lista_tokens': ['chuva', 'dar', 'trégua', 'em', 'sp', 'em este', 'sexta', 'mas', 'sudestir', 'seguir', 'em', 'alerta'], 'etapa_6_texto_final': 'chuva dar trégua em sp em este sexta mas sudestir seguir em alerta'}","{'sentimento': 'NEU', 'confianca': 0.4716}"
23,Jovem Pan,2026-03-12 10:16:00,Cidade de SP entra em alerta vermelho para fortes chuvas e alagamentos,,Cidade de SP entra em alerta vermelho para fortes chuvas e alagamentos ,,"{'etapa_1_limpeza': 'Cidade de SP entra em alerta vermelho para fortes chuvas e alagamentos', 'etapa_2_normalizacao': 'cidade de sp entra em alerta vermelho para fortes chuvas e alagamentos', 'etapa_3_entidades': [{'texto': 'sp', 'tipo': 'LOC'}], 'etapa_4_tokens': [{'original': 'cidade', 'processado': 'cidade'}, {'original': 'de', 'processado': 'de'}, {'original': 'sp', 'processado': 'sp'}, {'original': 'entra', 'processado': 'entrar'}, {'original': 'em', 'processado': 'em'}, {'original': 'alerta', 'processado': 'alerta'}, {'original': 'vermelho', 'processado': 'vermelho'}, {'original': 'para', 'processado': 'para'}, {'original': 'fortes', 'processado': 'forte'}, {'original': 'chuvas', 'processado': 'chuva'}, {'original': 'e', 'processado': 'e'}, {'original': 'alagamentos', 'processado': 'alagamento'}], 'etapa_5_lista_tokens': ['cidade', 'de', 'sp', 'entrar', 'em', 'alerta', 'vermelho', 'para', 'forte', 'chuva', 'e', 'alagamento'], 'etapa_6_texto_final': 'cidade de sp entrar em alerta vermelho para forte chuva e alagamento'}","{'sentimento': 'NEU', 'confianca': 0.491}"
24,Jovem Pan,2026-03-09 21:56:00,São Paulo pode receber mais da metade da chuva prevista para março nos próximos quatro dias,,São Paulo pode receber mais da metade da chuva prevista para março nos próximos quatro dias ,,"{'etapa_1_limpeza': 'São Paulo pode receber mais da metade da chuva prevista para março nos próximos quatro dias', 'etapa_2_normalizacao': 'são paulo pode receber mais da metade da chuva prevista para março nos próximos quatro dias', 'etapa_3_entidades': [{'texto': 'são paulo', 'tipo': 'LOC'}], 'etapa_4_tokens': [{'original': 'são', 'processado': 'são'}, {'original': 'paulo', 'processado': 'paulo'}, {'original': 'pode', 'processado': 'poder'}, {'original': 'receber', 'processado': 'receber'}, {'original': 'mais', 'processado': 'mais'}, {'original': 'da', 'processado': 'de o'}, {'original': 'metade', 'processado': 'metade'}, {'original': 'da', 'processado': 'de o'}, {'original': 'chuva', 'processado': 'chuva'}, {'original': 'prevista', 'processado': 'prever'}, {'original': 'para', 'processado': 'para'}, {'original': 'março', 'processado': 'março'}, {'original': 'nos', 'processado': 'em o'}, {'original': 'próximos', 'processado': 'próximo'}, {'original': 'quatro', 'processado': 'quatro'}, {'original': 'dias', 'processado': 'dia'}], 'etapa_5_lista_tokens': ['são', 'paulo', 'poder', 'receber', 'mais', 'de o', 'metade', 'de o', 'chuva', 'prever', 'para', 'março', 'em o', 'próximo', 'quatro', 'dia'], 'etapa_6_texto_final': 'são paulo poder receber mais de o metade de o chuva prever para março em o próximo quatro dia'}","{'sentimento': 'NEU', 'confianca': 0.5871}"
25,Jovem Pan,2026-03-09 12:32:00,Defesa Civil emite alerta para chuvas intensas em São Paulo até quarta-feira,,Defesa Civil emite alerta para chuvas intensas em São Paulo até quarta-feira ,,"{'etapa_1_limpeza': 'Defesa Civil emite alerta para chuvas intensas em São Paulo até quarta-feira', 'etapa_2_normalizacao': 'defesa civil emite alerta para chuvas intensas em são paulo até quarta-feira', 'etapa_3_entidades': [{'texto': 'são paulo', 'tipo': 'LOC'}], 'etapa_4_tokens': [{'original': 'defesa', 'processado': 'defesa'}, {'original': 'civil', 'processado': 'civil'}, {'original': 'emite', 'processado': 'emite'}, {'original': 'alerta', 'processado': 'alertar'}, {'original': 'para', 'processado': 'para'}, {'original': 'chuvas', 'processado': 'chuva'}, {'original': 'intensas', 'processado': 'intenso'}, {'original': 'em', 'processado': 'em'}, {'original': 'são', 'processado': 'são'}, {'original': 'paulo', 'processado': 'paulo'}, {'original': 'até', 'processado': 'até'}, {'original': 'quarta-feira', 'processado': 'quarta-feira'}], 'etapa_5_lista_tokens': ['defesa', 'civil', 'emite', 'alertar', 'para', 'chuva', 'intenso', 'em', 'são', 'paulo', 'até', 'quarta-feira'], 'etapa_6_texto_final': 'defesa civil emite alertar para chuva intenso em são paulo até quarta-feira'}","{'sentimento': 'NEU', 'confianca': 0.5463}"
26,Jovem Pan,2026-03-09 11:12:00,Fortes chuvas destroem academia de crossfit na Zona Sul de SP,,Fortes chuvas destroem academia de crossfit na Zona Sul de SP ,,"{'etapa_1_limpeza': 'Fortes chuvas destroem academia de crossfit na Zona Sul de SP', 'etapa_2_normalizacao': 'fortes chuvas destroem academia de crossfit na zona sul de sp', 'etapa_3_entidades': [{'texto': 'sp', 'tipo': 'LOC'}], 'etapa_4_tokens': [{'original': 'fortes', 'processado': 'forte'}, {'original': 'chuvas', 'processado': 'chuva'}, {'original': 'destroem', 'processado': 'destroemer'}, {'original': 'academia', 'processado': 'academia'}, {'original': 'de', 'processado': 'de'}, {'original': 'crossfit', 'processado': 'crossfit'}, {'original': 'na', 'processado': 'em o'}, {'original': 'zona', 'processado': 'zona'}, {'original': 'sul', 'processado': 'sul'}, {'original': 'de', 'processado': 'de'}, {'original': 'sp', 'processado': 'sp'}], 'etapa_5_lista_tokens': ['forte', 'chuva', 'destroemer', 'academia', 'de', 'crossfit', 'em o', 'zona', 'sul', 'de', 'sp'], 'etapa_6_texto_final': 'forte chuva destroemer academia de crossfit em o zona sul de sp'}","{'sentimento': 'NEG', 'confianca': 0.6566}"
27,Jovem Pan,2026-03-08 11:19:00,Chuvas provocam duas mortes em SP neste sábado,,Chuvas provocam duas mortes em SP neste sábado ,,"{'etapa_1_limpeza': 'Chuvas provocam duas mortes em SP neste sábado', 'etapa_2_normalizacao': 'chuvas provocam duas mortes em sp neste sábado', 'etapa_3_entidades': [{'texto': 'sp', 'tipo': 'LOC'}], 'etapa_4_tokens': [{'original': 'chuvas', 'processado': 'chuva'}, {'original': 'provocam', 'processado': 'provocar'}, {'original': 'duas', 'processado': 'dois'}, {'original': 'mortes', 'processado': 'morte'}, {'original': 'em', 'processado': 'em'}, {'original': 'sp', 'processado': 'sp'}, {'original': 'neste', 'processado': 'em este'}, {'original': 'sábado', 'processado': 'sábado'}], 'etapa_5_lista_tokens': ['chuva', 'provocar', 'dois', 'morte', 'em', 'sp', 'em este', 'sábado'], 'etapa_6_texto_final': 'chuva provocar dois morte em sp em este sábado'}","{'sentimento': 'NEG', 'confianca': 0.7418}"
28,Jovem Pan,2026-03-07 11:39:00,Inmet emite alerta laranja para ventos e tempestades no Sul e Sudeste,,Inmet emite alerta laranja para ventos e tempestades no Sul e Sudeste ,,"{'etapa_1_limpeza': 'Inmet emite alerta laranja para ventos e tempestades no Sul e Sudeste', 'etapa_2_normalizacao': 'inmet emite alerta laranja para ventos e tempestades no sul e sudeste', 'etapa_3_entidades': [{'texto': 'inmet', 'tipo': 'PER'}], 'etapa_4_tokens': [{'original': 'inmet', 'processado': 'inmet'}, {'original': 'emite', 'processado': 'emite'}, {'original': 'alerta', 'processado': 'alertar'}, {'original': 'laranja', 'processado': 'laranja'}, {'original': 'para', 'processado': 'para'}, {'original': 'ventos', 'processado': 'vento'}, {'original': 'e', 'processado': 'e'}, {'original': 'tempestades', 'processado': 'tempestade'}, {'original': 'no', 'processado': 'em o'}, {'original': 'sul', 'processado': 'sul'}, {'original': 'e', 'processado': 'e'}, {'original': 'sudeste', 'processado': 'sudestir'}], 'etapa_5_lista_tokens': ['inmet', 'emite', 'alertar', 'laranja', 'para', 'vento', 'e', 'tempestade', 'em o', 'sul', 'e', 'sudestir'], 'etapa_6_texto_final': 'inmet emite alertar laranja para vento e tempestade em o sul e sudestir'}","{'sentimento': 'NEU', 'confianca': 0.538}"
29,Jovem Pan,2026-03-07 09:28:00,Forte chuva coloca regiões de São Paulo em estado de atenção para alagamentos,,Forte chuva coloca regiões de São Paulo em estado de atenção para alagamentos ,,"{'etapa_1_limpeza': 'Forte chuva coloca regiões de São Paulo em estado de atenção para alagamentos', 'etapa_2_normalizacao': 'forte chuva coloca regiões de são paulo em estado de atenção para alagamentos', 'etapa_3_entidades': [{'texto': 'de são paulo', 'tipo': 'LOC'}], 'etapa_4_tokens': [{'original': 'forte', 'processado': 'forte'}, {'original': 'chuva', 'processado': 'chuva'}, {'original': 'coloca', 'processado': 'colocar'}, {'original': 'regiões', 'processado': 'região'}, {'original': 'de', 'processado': 'de'}, {'original': 'são', 'processado': 'são'}, {'original': 'paulo', 'processado': 'paulo'}, {'original': 'em', 'processado': 'em'}, {'original': 'estado', 'processado': 'estado'}, {'original': 'de', 'processado': 'de'}, {'original': 'atenção', 'processado': 'atenção'}, {'original': 'para', 'processado': 'para'}, {'original': 'alagamentos', 'processado': 'alagamento'}], 'etapa_5_lista_tokens': ['forte', 'chuva', 'colocar', 'região', 'de', 'são', 'paulo', 'em', 'estado', 'de', 'atenção', 'para', 'alagamento'], 'etapa_6_texto_final': 'forte chuva colocar região de são paulo em estado de atenção para alagamento'}","{'sentimento': 'NEG', 'confianca': 0.531}"
30,Jovem Pan,2026-03-06 13:45:00,Cidade de SP entra em estado de atenção para alagamentos; Defesa Civil emite alerta,,Cidade de SP entra em estado de atenção para alagamentos; Defesa Civil emite alerta ,,"{'etapa_1_limpeza': 'Cidade de SP entra em estado de atenção para alagamentos; Defesa Civil emite alerta', 'etapa_2_normalizacao': 'cidade de sp entra em estado de atenção para alagamentos; defesa civil emite alerta', 'etapa_3_entidades': [{'texto': 'sp', 'tipo': 'LOC'}], 'etapa_4_tokens': [{'original': 'cidade', 'processado': 'cidade'}, {'original': 'de', 'processado': 'de'}, {'original': 'sp', 'processado': 'sp'}, {'original': 'entra', 'processado': 'entrar'}, {'original': 'em', 'processado': 'em'}, {'original': 'estado', 'processado': 'estado'}, {'original': 'de', 'processado': 'de'}, {'original': 'atenção', 'processado': 'atenção'}, {'original': 'para', 'processado': 'para'}, {'original': 'alagamentos', 'processado': 'alagamento'}, {'original': 'defesa', 'processado': 'defesa'}, {'original': 'civil', 'processado': 'civil'}, {'original': 'emite', 'processado': 'emite'}, {'original': 'alerta', 'processado': 'alertar'}], 'etapa_5_lista_tokens': ['cidade', 'de', 'sp', 'entrar', 'em', 'estado', 'de', 'atenção', 'para', 'alagamento', 'defesa', 'civil', 'emite', 'alertar'], 'etapa_6_texto_final': 'cidade de sp entrar em estado de atenção para alagamento defesa civil emite alertar'}","{'sentimento': 'NEG', 'confianca': 0.5019}"
31,Jovem Pan,2026-03-06 13:21:00,Inmet emite alertas laranja e amarelo para chuvas em SP e outros estados,,Inmet emite alertas laranja e amarelo para chuvas em SP e outros estados ,,"{'etapa_1_limpeza': 'Inmet emite alertas laranja e amarelo para chuvas em SP e outros estados', 'etapa_2_normalizacao': 'inmet emite alertas laranja e amarelo para chuvas em sp e outros estados', 'etapa_3_entidades': [{'texto': 'inmet', 'tipo': 'PER'}, {'texto': 'sp', 'tipo': 'LOC'}], 'etapa_4_tokens': [{'original': 'inmet', 'processado': 'inmet'}, {'original': 'emite', 'processado': 'emitar'}, {'original': 'alertas', 'processado': 'alerta'}, {'original': 'laranja', 'processado': 'laranja'}, {'original': 'e', 'processado': 'e'}, {'original': 'amarelo', 'processado': 'amarelo'}, {'original': 'para', 'processado': 'para'}, {'original': 'chuvas', 'processado': 'chuva'}, {'original': 'em', 'processado': 'em'}, {'original': 'sp', 'processado': 'sp'}, {'original': 'e', 'processado': 'e'}, {'original': 'outros', 'processado': 'outro'}, {'original': 'estados', 'processado': 'estado'}], 'etapa_5_lista_tokens': ['inmet', 'emitar', 'alerta', 'laranja', 'e', 'amarelo', 'para', 'chuva', 'em', 'sp', 'e', 'outro', 'estado'], 'etapa_6_texto_final': 'inmet emitar alerta laranja e amarelo para chuva em sp e outro estado'}","{'sentimento': 'NEU', 'confianca': 0.5356}"
32,Jovem Pan,2026-03-01 10:38:00,Sobe para 72 o número de mortos nas chuvas em Minas Gerais,,Sobe para 72 o número de mortos nas chuvas em Minas Gerais ,,"{'etapa_1_limpeza': 'Sobe para 72 o número de mortos nas chuvas em Minas Gerais', 'etapa_2_normalizacao': 'sobe para 72 o número de mortos nas chuvas em minas gerais', 'etapa_3_entidades': [{'texto': 'minas gerais', 'tipo': 'LOC'}], 'etapa_4_tokens': [{'original': 'sobe', 'processado': 'subir'}, {'original': 'para', 'processado': 'para'}, {'original': '72', 'processado': '72'}, {'original': 'o', 'processado': 'o'}, {'original': 'número', 'processado': 'número'}, {'original': 'de', 'processado': 'de'}, {'original': 'mortos', 'processado': 'morto'}, {'original': 'nas', 'processado': 'em o'}, {'original': 'chuvas', 'processado': 'chuva'}, {'original': 'em', 'processado': 'em'}, {'original': 'minas', 'processado': 'mina'}, {'original': 'gerais', 'processado': 'geral'}], 'etapa_5_lista_tokens': ['subir', 'para', '72', 'o', 'número', 'de', 'morto', 'em o', 'chuva', 'em', 'mina', 'geral'], 'etapa_6_texto_final': 'subir para 72 o número de morto em o chuva em mina geral'}","{'sentimento': 'NEG', 'confianca': 0.5517}"
33,Jovem Pan,2026-02-27 12:21:00,"Minas Gerais, Rio de Janeiro e outros estados seguem com alerta vermelho para chuvas",,"Minas Gerais, Rio de Janeiro e outros estados seguem com alerta vermelho para chuvas ",,"{'etapa_1_limpeza': 'Minas Gerais, Rio de Janeiro e outros estados seguem com alerta vermelho para chuvas', 'etapa_2_normalizacao': 'minas gerais, rio de janeiro e outros estados seguem com alerta vermelho para chuvas', 'etapa_3_entidades': [{'texto': 'minas gerais', 'tipo': 'LOC'}, {'texto': 'rio de janeiro', 'tipo': 'LOC'}], 'etapa_4_tokens': [{'original': 'minas', 'processado': 'mina'}, {'original': 'gerais', 'processado': 'geral'}, {'original': 'rio', 'processado': 'rio'}, {'original': 'de', 'processado': 'de'}, {'original': 'janeiro', 'processado': 'janeiro'}, {'original': 'e', 'processado': 'e'}, {'original': 'outros', 'processado': 'outro'}, {'original': 'estados', 'processado': 'estado'}, {'original': 'seguem', 'processado': 'seguir'}, {'original': 'com', 'processado': 'com'}, {'original': 'alerta', 'processado': 'alerta'}, {'original': 'vermelho', 'processado': 'vermelho'}, {'original': 'para', 'processado': 'para'}, {'original': 'chuvas', 'processado': 'chuva'}], 'etapa_5_lista_tokens': ['mina', 'geral', 'rio', 'de', 'janeiro', 'e', 'outro', 'estado', 'seguir', 'com', 'alerta', 'vermelho', 'para', 'chuva'], 'etapa_6_texto_final': 'mina geral rio de janeiro e outro estado seguir com alerta vermelho para chuva'}","{'sentimento': 'NEU', 'confianca': 0.525}"
34,Jovem Pan,2026-02-26 09:40:00,Chuvas em Minas Gerais: Sobe para 64 número de mortos,,Chuvas em Minas Gerais: Sobe para 64 número de mortos ,,"{'etapa_1_limpeza': 'Chuvas em Minas Gerais: Sobe para 64 número de mortos', 'etapa_2_normalizacao': 'chuvas em minas gerais: sobe para 64 número de mortos', 'etapa_3_entidades': [{'texto': 'minas gerais', 'tipo': 'LOC'}], 'etapa_4_tokens': [{'original': 'chuvas', 'processado': 'chuva'}, {'original': 'em', 'processado': 'em'}, {'original': 'minas', 'processado': 'mina'}, {'original': 'gerais', 'processado': 'geral'}, {'original': 'sobe', 'processado': 'subir'}, {'original': 'para', 'processado': 'para'}, {'original': '64', 'processado': '64'}, {'original': 'número', 'processado': 'número'}, {'original': 'de', 'processado': 'de'}, {'original': 'mortos', 'processado': 'morto'}], 'etapa_5_lista_tokens': ['chuva', 'em', 'mina', 'geral', 'subir', 'para', '64', 'número', 'de', 'morto'], 'etapa_6_texto_final': 'chuva em mina geral subir para 64 número de morto'}","{'sentimento': 'NEG', 'confianca': 0.5738}"
35,Jovem Pan,2026-02-26 06:33:00,Chuvas deixam desabrigados e cenário de incerteza em Juiz de Fora,,Chuvas deixam desabrigados e cenário de incerteza em Juiz de Fora ,,"{'etapa_1_limpeza': 'Chuvas deixam desabrigados e cenário de incerteza em Juiz de Fora', 'etapa_2_normalizacao': 'chuvas deixam desabrigados e cenário de incerteza em juiz de fora', 'etapa_3_entidades': [], 'etapa_4_tokens': [{'original': 'chuvas', 'processado': 'chuva'}, {'original': 'deixam', 'processado': 'deixar'}, {'original': 'desabrigados', 'processado': 'desabrigar'}, {'original': 'e', 'processado': 'e'}, {'original': 'cenário', 'processado': 'cenário'}, {'original': 'de', 'processado': 'de'}, {'original': 'incerteza', 'processado': 'incerteza'}, {'original': 'em', 'processado': 'em'}, {'original': 'juiz', 'processado': 'juiz'}, {'original': 'de', 'processado': 'de'}, {'original': 'fora', 'processado': 'fora'}], 'etapa_5_lista_tokens': ['chuva', 'deixar', 'desabrigar', 'e', 'cenário', 'de', 'incerteza', 'em', 'juiz', 'de', 'fora'], 'etapa_6_texto_final': 'chuva deixar desabrigar e cenário de incerteza em juiz de fora'}","{'sentimento': 'NEG', 'confianca': 0.8307}"
36,Jovem Pan,2026-02-25 23:32:00,Juiz de Fora volta a registrar chuvas fortes; veja vídeos,,Juiz de Fora volta a registrar chuvas fortes; veja vídeos ,,"{'etapa_1_limpeza': 'Juiz de Fora volta a registrar chuvas fortes; veja vídeos', 'etapa_2_normalizacao': 'juiz de fora volta a registrar chuvas fortes; veja vídeos', 'etapa_3_entidades': [{'texto': 'juiz de fora', 'tipo': 'LOC'}], 'etapa_4_tokens': [{'original': 'juiz', 'processado': 'juiz'}, {'original': 'de', 'processado': 'de'}, {'original': 'fora', 'processado': 'fora'}, {'original': 'volta', 'processado': 'volta'}, {'original': 'a', 'processado': 'a'}, {'original': 'registrar', 'processado': 'registrar'}, {'original': 'chuvas', 'processado': 'chuva'}, {'original': 'fortes', 'processado': 'forte'}, {'original': 'veja', 'processado': 'ver'}, {'original': 'vídeos', 'processado': 'vídeo'}], 'etapa_5_lista_tokens': ['juiz', 'de', 'fora', 'volta', 'a', 'registrar', 'chuva', 'forte', 'ver', 'vídeo'], 'etapa_6_texto_final': 'juiz de fora volta a registrar chuva forte ver vídeo'}","{'sentimento': 'NEU', 'confianca': 0.49}"
